coin name,timestamp,price
Bitcoin,1716037200,66962.20285181473
Bitcoin,1716033600,67222.34164827414
Bitcoin,1716030000,67222.38779086148
Bitcoin,1716026400,67140.50320596069
Bitcoin,1716022800,67032.55992152935
Bitcoin,1716019200,66867.12808028651
Bitcoin,1716015600,66925.5973635811
Bitcoin,1716012000,66866.30771535847
Bitcoin,1716008400,66898.1369260449
Bitcoin,1716004800,66962.2920330384
Bitcoin,1716001200,66918.37429251001
Bitcoin,1715997600,66977.85489018532
Bitcoin,1715994000,66913.39459714765
Bitcoin,1715990400,67038.22792621826
Bitcoin,1715986800,66770.77398337374
Bitcoin,1715983200,66845.06199933507
Bitcoin,1715979600,66917.75452822268
Bitcoin,1715976000,66919.78546198961
Bitcoin,1715972400,66803.24106470321
Bitcoin,1715968800,66748.44315109632
Bitcoin,1715965200,66945.37080376064
Bitcoin,1715961600,67164.62513033912
Bitcoin,1715958000,66728.9832005722
Bitcoin,1715954400,65957.84817962305
Bitcoin,1715950800,66423.21143653421
Bitcoin,1715947200,66241.04339204544
Bitcoin,1715943600,66487.78565030379
Bitcoin,1715940000,66362.16311138659
Bitcoin,1715936400,66115.20352805038
Bitcoin,1715932800,66376.95268165584
Bitcoin,1715929200,66022.41116527484
Bitcoin,1715925600,65686.10705187664
Bitcoin,1715922000,65453.04831237466
Bitcoin,1715918400,65615.40679652059
Bitcoin,1715914800,65397.17939535771
Bitcoin,1715911200,65358.054973330145
Bitcoin,1715907600,65389.08829688919
Bitcoin,1715904000,65237.44759179915
Bitcoin,1715900400,65410.46206239234
Bitcoin,1715896800,65464.339699169366
Bitcoin,1715893200,65266.17074348861
Bitcoin,1715889600,65222.434771958164
Bitcoin,1715886000,65137.35036410947
Bitcoin,1715882400,65049.863713612394
Bitcoin,1715878800,65147.52917829209
Bitcoin,1715875200,65837.22868500992
Bitcoin,1715871600,65716.29139300273
Bitcoin,1715868000,66345.56277421328
Bitcoin,1715864400,66079.11601514672
Bitcoin,1715860800,66426.61587963294
Bitcoin,1715857200,66177.31567738438
Bitcoin,1715853600,66371.96316375938
Bitcoin,1715850000,66321.04134658775
Bitcoin,1715846400,66171.81323629642
Bitcoin,1715842800,65949.69387213499
Bitcoin,1715839200,65814.23022604434
Bitcoin,1715835600,65841.71565606518
Bitcoin,1715832000,65997.69589390764
Bitcoin,1715828400,65926.15014012926
Bitcoin,1715824800,65979.81250659736
Bitcoin,1715821200,66110.838334931
Bitcoin,1715817600,66247.48552408164
Bitcoin,1715814000,66153.43806162754
Bitcoin,1715810400,65912.67428481714
Bitcoin,1715806800,65936.19768936756
Bitcoin,1715803200,65988.97872970675
Bitcoin,1715799600,65697.19567505064
Bitcoin,1715796000,65116.00275801829
Bitcoin,1715792400,64798.41951630938
Bitcoin,1715788800,64703.578672513686
Bitcoin,1715785200,64449.25409934132
Bitcoin,1715781600,64146.20445712035
Bitcoin,1715778000,63739.292427740336
Bitcoin,1715774400,62474.029236813934
Bitcoin,1715770800,62690.511026251756
Bitcoin,1715767200,62738.660101450376
Bitcoin,1715763600,62152.26538375699
Bitcoin,1715760000,62197.50672704855
Bitcoin,1715756400,61953.599506931816
Bitcoin,1715752800,61923.067395789716
Bitcoin,1715749200,61933.12314046294
Bitcoin,1715745600,61941.913273994556
Bitcoin,1715742000,61776.82191095961
Bitcoin,1715738400,61683.14747336012
Bitcoin,1715734800,61424.056489030016
Bitcoin,1715731200,61565.11196192568
Bitcoin,1715727600,61693.56713598597
Bitcoin,1715724000,61677.68988045142
Bitcoin,1715720400,61570.310356951384
Bitcoin,1715716800,61597.50013624823
Bitcoin,1715713200,61403.11195849065
Bitcoin,1715709600,61288.61536613786
Bitcoin,1715706000,61385.970295517545
Bitcoin,1715702400,61799.9454081541
Bitcoin,1715698800,61758.77729253516
Bitcoin,1715695200,61750.373517898435
Bitcoin,1715691600,61584.484085470016
Bitcoin,1715688000,61788.304491544535
Bitcoin,1715684400,61704.79040766943
Bitcoin,1715680800,61790.93580127255
Bitcoin,1715677200,61862.131197853225
Bitcoin,1715673600,62034.7731720224
Bitcoin,1715670000,62024.61608075651
Bitcoin,1715666400,62693.879557610235
Bitcoin,1715662800,62534.443280687025
Bitcoin,1715659200,62482.89408636668
Bitcoin,1715655600,62534.184688963076
Bitcoin,1715652000,62652.09505294431
Bitcoin,1715648400,62796.629925613524
Bitcoin,1715644800,62919.298739310834
Bitcoin,1715641200,62784.998912297204
Bitcoin,1715637600,62873.379444066246
Bitcoin,1715634000,63084.569789197056
Bitcoin,1715630400,63070.321708273965
Bitcoin,1715626800,62769.27668140411
Bitcoin,1715623200,62795.801007402275
Bitcoin,1715619600,63160.6097643583
Bitcoin,1715616000,63091.58475689347
Bitcoin,1715612400,62771.532441117626
Bitcoin,1715608800,62760.18273844712
Bitcoin,1715605200,62822.42682355893
Bitcoin,1715601600,62716.708806988485
Bitcoin,1715598000,62669.18242701077
Bitcoin,1715594400,63056.52748436681
Bitcoin,1715590800,62788.883683819455
Bitcoin,1715587200,62321.487995758136
Bitcoin,1715583600,61449.278768456206
Bitcoin,1715580000,60837.86255014592
Bitcoin,1715576400,60954.27976858998
Bitcoin,1715572800,61142.306044092744
Bitcoin,1715569200,61048.81640296381
Bitcoin,1715565600,61385.88932811911
Bitcoin,1715562000,61488.43257796875
Bitcoin,1715558400,61463.801365240324
Bitcoin,1715554800,61298.17302909784
Bitcoin,1715551200,61212.52278288103
Bitcoin,1715547600,61271.24554305399
Bitcoin,1715544000,61371.33425098474
Bitcoin,1715540400,61367.046107401395
Bitcoin,1715536800,61613.19375238926
Bitcoin,1715533200,61388.75913870089
Bitcoin,1715529600,61387.12015647418
Bitcoin,1715526000,61143.44457864225
Bitcoin,1715522400,61174.10902076493
Bitcoin,1715518800,61137.04241462456
Bitcoin,1715515200,61128.90891282919
Bitcoin,1715511600,61139.12246798661
Bitcoin,1715508000,60987.9553503608
Bitcoin,1715504400,61007.926735723006
Bitcoin,1715500800,60767.61471382691
Bitcoin,1715497200,60933.41420888847
Bitcoin,1715493600,61033.670512882294
Bitcoin,1715490000,61090.239477582276
Bitcoin,1715486400,60921.26720796226
Bitcoin,1715482800,60916.5499299058
Bitcoin,1715479200,60862.94671020452
Bitcoin,1715475600,60971.16471113045
Bitcoin,1715472000,60806.434129068024
Bitcoin,1715468400,60902.08852066486
Bitcoin,1715464800,60917.80277974187
Bitcoin,1715461200,61001.66520092337
Bitcoin,1715457600,61130.85802664561
Bitcoin,1715454000,61226.504831754224
Bitcoin,1715450400,61080.32810918268
Bitcoin,1715446800,61151.923352914855
Bitcoin,1715443200,61149.11691608869
Bitcoin,1715439600,60841.091987292086
Bitcoin,1715436000,60953.57321277414
Bitcoin,1715432400,60705.14572649605
Bitcoin,1715428800,60689.88702543201
Bitcoin,1715425200,60752.92356276976
Bitcoin,1715421600,60869.80707191756
Bitcoin,1715418000,60792.67591496031
Bitcoin,1715414400,60997.939548113216
Bitcoin,1715410800,60946.34155083296
Bitcoin,1715407200,60900.68387063113
Bitcoin,1715403600,60781.74330193913
Bitcoin,1715400000,60723.364181533194
Bitcoin,1715396400,60881.430691786685
Bitcoin,1715392800,60872.615137866596
Bitcoin,1715389200,60780.84850592295
Bitcoin,1715385600,60797.96833175448
Bitcoin,1715382000,60867.58369269799
Bitcoin,1715378400,60641.63070425653
Bitcoin,1715374800,60492.77922308024
Bitcoin,1715371200,60719.062099789575
Bitcoin,1715367600,60670.21320886164
Bitcoin,1715364000,60387.001276860414
Bitcoin,1715360400,61089.63741692184
Bitcoin,1715356800,60919.75227082113
Bitcoin,1715353200,61141.31442919479
Bitcoin,1715349600,63017.30421230159
Bitcoin,1715346000,63006.69344209251
Bitcoin,1715342400,63278.28687162647
Bitcoin,1715338800,63005.045175923995
Bitcoin,1715335200,63099.12938436163
Bitcoin,1715331600,63005.16998353032
Bitcoin,1715328000,63085.097370708805
Bitcoin,1715324400,63162.65620905165
Bitcoin,1715320800,62764.190907944074
Bitcoin,1715317200,62916.20664202282
Bitcoin,1715313600,62908.51031181374
Bitcoin,1715310000,62893.535115066574
Bitcoin,1715306400,62877.89151226287
Bitcoin,1715302800,62823.558434177816
Bitcoin,1715299200,63064.864000054855
Bitcoin,1715295600,63293.023558174864
Bitcoin,1715292000,62549.18474217629
Bitcoin,1715288400,62615.75445520643
Bitcoin,1715284800,62428.27298467418
Bitcoin,1715281200,62227.89443125251
Bitcoin,1715277600,61960.78377585973
Bitcoin,1715274000,61902.36473813249
Bitcoin,1715270400,62132.851516986244
Bitcoin,1715266800,61487.55755399697
Bitcoin,1715263200,61152.43646522457
Bitcoin,1715259600,61516.678217859924
Bitcoin,1715256000,61058.81777182841
Bitcoin,1715252400,60909.856818669155
Bitcoin,1715248800,61228.8787573065
Bitcoin,1715245200,61287.585940865414
Bitcoin,1715241600,61215.44275370978
Bitcoin,1715238000,61605.32019395332
Bitcoin,1715234400,61583.92356558624
Bitcoin,1715230800,61501.96842138576
Bitcoin,1715227200,61692.616498589734
Bitcoin,1715223600,61651.13829034981
Bitcoin,1715220000,61533.50258571137
Bitcoin,1715216400,61411.65764437917
Bitcoin,1715212800,61202.97398062982
Bitcoin,1715209200,61251.51564842253
Bitcoin,1715205600,61511.51673338132
Bitcoin,1715202000,61584.585287197486
Bitcoin,1715198400,62222.44089018884
Bitcoin,1715194800,62510.71538122378
Bitcoin,1715191200,62590.65108903602
Bitcoin,1715187600,62406.892114979295
Bitcoin,1715184000,62285.80594909941
Bitcoin,1715180400,62602.75979526498
Bitcoin,1715176800,62333.64262728887
Bitcoin,1715173200,62211.96767717265
Bitcoin,1715169600,62260.61288652794
Bitcoin,1715166000,62469.92402493556
Bitcoin,1715162400,62288.73525573335
Bitcoin,1715158800,62320.43270093581
